EigenVal1	EigenVal2	EigenVal3	EigenVec1X	EigenVec1Y	EigenVec1Z	EigenVec2X	EigenVec2Y	EigenVec2Z	EigenVec3X	EigenVec3Y	EigenVec3Z	Volume3d (mm^3) 	Shape_VA3d	Length3d (mm) 	index
0.00273338	0.00117195	0.000515582	0.17427	0.937551	0.301043	0.833815	0.0221284	-0.5516	0.523815	-0.347142	0.777889	0.00131141	2.33541	0.294704	1778
0.00272964	0.00131061	0.000379316	0.696326	0.674805	0.244476	-0.697388	0.55562	0.4527	0.169648	-0.485721	0.857493	0.0011709	2.13705	0.240832	1912
0.00272256	0.00155506	0.000633825	-0.297853	0.886971	-0.352938	-0.768099	-0.00314139	0.640323	0.56684	0.461814	0.682218	0.00213884	1.76216	0.272637	1335
0.00272244	0.00222057	0.00033229	-0.379199	0.917012	-0.123681	0.906801	0.394881	0.147583	-0.184175	0.0561902	0.981286	0.00151436	2.4903	0.260017	1646
0.00271978	0.00163041	0.000727207	-0.275819	-0.241717	0.930321	-0.659085	0.752069	0	0.699665	0.61316	0.366747	0.00162365	2.53213	0.253941	1574
0.00271722	0.00103274	0.0010299	0.226367	0.334156	0.914931	0.587113	0.70269	-0.401901	0.77721	-0.628145	0.0371216	0.00176415	2.29895	0.270727	1496
0.00270562	0.00167406	0.000548799	-0.476642	0.249461	0.84296	0.857517	0.343096	0.383339	-0.193588	0.905568	-0.377451	0.00165487	2.40082	0.256366	1554
0.00268174	0.00163369	0.00134149	0.873734	0.376418	0.308056	-0.0140944	-0.613474	0.789589	-0.4862	0.694232	0.530708	0.00271648	2.05296	0.283663	1151
0.00266791	0.0013299	0.000683136	-0.316892	0.946714	0.0575472	0.196314	0.00610974	0.980522	0.927922	0.322017	-0.18779	0.00126457	2.60749	0.316876	1826
0.00266693	0.00172822	0.000643477	0.321041	0.714612	0.6215	0.529296	-0.679569	0.507967	0.785352	0.165879	-0.596411	0.00163926	2.67421	0.261536	1562
0.00266498	0.000681285	0.000596235	-0.22956	-0.18019	0.956469	0.64027	0.712182	0.287838	0.733046	-0.678475	0.048119	0.00121773	1.68303	0.228528	1862
0.00266239	0.00114384	0.00061619	0.551216	0.645157	0.529087	-0.381264	-0.369283	0.847506	0.742158	-0.668882	0.0424202	0.00131141	2.28474	0.24873	1785
0.0026605	0.00129709	0.000405098	-0.354429	0.908405	-0.221768	0.91959	0.295619	-0.258772	0.169511	0.295652	0.940136	0.00129579	2.25512	0.269429	1799
0.00265978	0.00200606	0.000562414	0.825799	0.553362	0.108841	-0.533098	0.828899	-0.16951	-0.184018	0.0819587	0.9795	0.00145191	2.85064	0.303291	1675
0.00264075	0.00212495	0.00089716	0.793187	0.487276	-0.365263	-0.608965	0.638731	-0.470302	0.00413793	0.59547	0.803367	0.00192027	3.61269	0.253923	1430
0.00262531	0.00215567	0.00117662	0.253257	-0.682402	0.685703	0.455305	0.709478	0.537901	0.853556	-0.175977	-0.490381	0.00304434	1.86488	0.284135	1085
0.00262171	0.000724813	0.000562375	0.832954	0.552061	0.0376422	-0.518649	0.802629	-0.294601	-0.19285	0.225866	0.954879	0.00131141	1.56004	0.25054	1787
0.00261537	0.00119037	0.000463429	-0.329172	0.507522	0.796284	-0.116644	0.814966	-0.567648	0.937038	0.279736	0.209064	0.00145191	1.88156	0.247758	1672
0.00261005	0.00148158	0.000258512	0.802303	0.0205482	-0.596564	0.50751	-0.5496	0.663606	0.314235	0.835176	0.451374	0.0011709	2.1031	0.264594	1917
